,Shop Name,Address 1,Address 2,City,State/Province,Zip/Postcode,Country,Website,Phone,Email,Added,Updated,CBD,Biz Type,MJ,Kratom,Buyer name
,Tobacco Annies,6575 Caroline St,,Milton,FL,32570,US,,8509838800,,2018-10-25,,,T,,,
,Tobacco Depot,6594 Caroline St,,Milton,FL,32570,US,,8506654862,miltontobaccodepot@gmail.com,2022-01-10,1/10/2022,Yes,S,CBD,,
,Blaze Smoke Shop,6310 Pembroke Rd,,Miramar,FL,33023,US,,6467729599,,2021-09-23,,Yes,S,CBD,,
,Chronic Boom Delights CBD Store,6424 Pembroke Rd,,Miramar,FL,33023,US,https://chronicboomdelights.com/,3058144576,cbdcandy@gmail.com,2020-12-02,12/24/2020,Yes,C,CBD,,
,Hookaholixx Lounge Vape & Smoke Shop,3910 S State Road 7,,Miramar,FL,33023,US,http://hookaholixx.com/,3059004665,,2019-12-07,,,L,,,
,Vaporfi CBD and Custom Vape Bar,3408 Red Rd,,Miramar,FL,33025,US,https://www.vaporfimiramar.com/,9544475230,info@vaporfimiramar.com,2018-09-03,3/17/2022,Yes,V,CBD,Yes,
,Sweet Southern Vapes Miramar Beach,12671 Emerald Coast Pkwy W,,Miramar Beach,FL,32550,US,https://ssv-destin.com/,8508424455,ordersssv@yahoo.com,2019-12-11,12/11/2019,Yes,V,CBD,Yes,
,Red Hot Vapors,247 N Jefferson St,,Monticello,FL,32344,US,,8509978273,redhotvapors@gmail.com,2020-02-08,,,V,,,
,Gator Vapes,17855 US-441 Ste 1,,Mount Dora,FL,32757,US,https://gator-vapes.com/,3527292800,gatorvapes1@gmail.com,2017-09-25,1/18/2019,,V,,,
,Metro Smoke Shop,2724 W Old US Hwy 441,,Mount Dora,FL,32757,US,,3527358583,metrosmokeshops@gmail.com,2021-11-13,11/13/2021,Yes,S,CBD,Yes,
,The Healthy Buddah,354 N Highland St,,Mount Dora,FL,32757,US,https://www.healthybuddah.com/,3527296609,,2020-04-11,4/11/2020,Yes,O,CBD,Yes,
,Area 51 Smoke Shop,18866 US-441,,Mt Dora,FL,32757,US,https://outer-limits-smoke-shop.business.site/,3523088439,,2020-02-02,2/2/2020,Yes,S,CBD,Yes,
,Freedom Vapes,4080 North Highway 19A,,Mt Dora,FL,32757,US,https://www.freedomvapeshop.com/,3525891656,,2021-10-08,,,V,,,
,Low Ball Louie's,7058 FL-37 N,,Mulberry,FL,33860,US,http://www.lowballlouies.com,8636449150,tammis@lowballlouies.com,2018-10-23,,,T,,,
,420 Vape And Smoke Shop,886 110th Ave N,,Naples,FL,34108,US,,2396316216,,2019-07-13,,,S,,,
,CBD Plus USA,6355 Naples Blvd Ste B-5,,Naples,FL,34109,US,https://cbdplususa.com/,2392417573,naples@cbdplususa.com,2020-11-29,,Yes,C,CBD,,
,Jack and Jill Adult Superstore,967 Airport Pulling Rd N,,Naples,FL,34104,US,https://www.jackandjilladult.com,2396433355,jackandjilladult@icloud.com,2019-06-15,,,O,,,
,Leah's Smoke Shack,2065 Pike Ridge Rd.,,Naples,FL,34109,US,,2395960461,,2018-10-31,,Yes,S,CBD,Yes,
,Lotus Vape & Smoke Shop,4396 Tamiami Trail N,,Naples,FL,34103,US,http://www.lotussmoke.com/,2393849382,lotussmoke2014@gmail.com,2018-09-10,5/25/2020,Yes,V,CBD,Yes,
,My Florida Green,3400 Radio Rd Ste 109,,Naples,FL,34104,US,https://myfloridagreen.com/,8336653279,info@myfloridagreen.com,2021-10-11,,Yes,C,CBD,,
,Pelican Vapor LLC,1029 Airport Pulling Rd N Ste C1,,Naples,FL,34104,US,http://pelicanvapor.com/,2394310579,,2014-09-01,1/31/2019,,V,,,
,Ricks Smoke Shop,8793 Tamiami Trl E Ste 106,,Naples,FL,34113,US,http://www.rickssmokeshop.net,2397742888,info@rickssmokeshop.net,2018-11-29,,,S,,Yes,
,Save On Vapor,1485 Pine Ridge Rd Ste 5,,Naples,FL,34109,US,http://saveonvapor.com/,2392607016,saveonvapor@gmail.com,2018-09-11,,,V,,,
,The Treasure Chest,5555 Golden Gate Pkwy #101,,Naples,FL,34116,US,http://thetreasurechestfl.com/,2393321913,trose837@comcast.net,2018-10-29,,Yes,S,CBD,,
,Vape King - Naples,2795 Davis Blvd Unit K,,Naples,FL,34104,US,http://www.vapekingecig.com/,2395295707,,2018-09-16,,,V,,,
,Vape USA,2302 Immokalee Rd,,Naples,FL,34110,US,https://vapeusaus.com/,2394315447,vape@vapeusaus.com,2021-10-13,,Yes,V,CBD,,
,Vintage Joye Vapor Lounge,89 9th St S,,Naples,FL,34102,US,https://vintagejoye.com/,2392631050,vintagejoye@gmail.com,2018-08-19,2/17/2020,Yes,V,CBD,,
,We Roll Tobacco Emporium,2339 Tamiami Trail E,,Naples,FL,34112,US,,2397767095,weroll2339@gmail.com,2019-01-03,,Yes,S,CBD,Yes,
,"Your CBD Store - Naples, FL",1246 Airport Pulling Rd N,,Naples,FL,34104,US,https://cbdrx4u.com/,2393318073,naplesfl@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Secret City Vapor,8666 Navarre Pkwy,,Navarre,FL,32566,US,https://secretcityvaporfwb.com,8507103773,,2018-10-14,,,V,,,
,Vapor Planet,8251 Navarre Pkwy,,Navarre,FL,32566,US,http://www.vaporplanet.com/,8507103354,,2014-09-12,1/27/2019,,V,,,
,"Your CBD Store - Navarre, FL",8231 Navarre Pkwy Unit 7A,,Navarre,FL,32566,US,https://cbdrx4u.com/,8503439999,navarre@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Your Vape Supply,8135 Navarre Pkwy,,Navarre,FL,32566,US,https://www.yourvapesupply.com/store/c5/favorite_e-liquid_flavors.html,8505333634,yourvapesupply@gmail.com,2018-08-06,1/11/2020,Yes,V,CBD,,
,Kick Butts Vapor,1525 Atlantic Blvd,,Neptune Beach,FL,32266,US,http://www.kickbuttsvapor.com/,9045955437,kickbuttsvapor@gmail.com,2018-09-10,5/24/2020,Yes,V,CBD,,
,Cloud 9 Smoke Shop,4158 Rowan Rd,,New Port Richey,FL,34655,US,,7272326637,,2019-03-30,,,S,,Yes,
,CNR Vapors,6219 Massachusetts Ave,,New Port Richey,FL,34653,US,http://cnr423distribution.com/,7278076282,cnrvapors@gmail.com,2019-04-01,8/27/2019,Yes,V,CBD,,
,Diesel Smoke Shop,5634 Trouble Creek Rd,,New Port Richey,FL,34652,US,https://diesel-smoke-shop.business.site/,7278414300,dieselsmokeshop.com@gmail.com,2021-10-16,,Yes,S,CBD,Yes,
,Fly Zone Smoke Shop NPR,9129 Little Rd,,New Port Richey,FL,34668,US,http://smokeshopnpr.com,7278577932,info@smokeshopnpr.com,2018-11-02,,Yes,S,CBD,,
,Glass Monkey Smoke Shop,8503 Old Country Rd 54,,New Port Richey,FL,34653,US,,7276455894,glassmonkey8503@yahoo.com,2019-11-09,,Yes,S,CBD,Yes,
,Innevape E-Liquids - New Port Richey,8639 Little Rd,,New Port Richey,FL,34654,US,http://www.innevape.com/,7278487102,innevape@gmail.com,2018-08-06,12/25/2019,,V,,,
,Marleys House New Port Richey,6712 US-19,,New Port Richey,FL,34652,US,,7273124718,marleyshousenpr@gmail.com,2020-09-28,9/28/2020,Yes,S,CBD,Yes,
,Marleys House Smoke Shop,3762 US-19,,New Port Richey,FL,34652,US,https://mhsmokeshop.com/,7278079999,,2018-09-10,5/26/2020,Yes,H,CBD,Yes,
,Naturally Infused CBD,6813 FL-54,,New Port Richey,FL,34653,US,https://naturallyinfused.com/,7279348170,guy@naturallyinfused.com,2021-03-03,,Yes,C,CBD,,
,Quick King Tobacco and Liquor,5051 US-19,,New Port Richey,FL,34652,US,http://www.quickkingtobaccoandliquor.com/,,,2021-10-19,,,T,,,
,The Hemp Dispensary,5126 US-19,,New Port Richey,FL,34652,US,http://thehempdispensary.org/,7272322918,flhempllc@gmail.com,2020-12-17,4/27/2022,Yes,C,CBD,,
,Tobacco Depot,8517 Little Rd,,New Port Richey,FL,34654,US,http://tobaccodepot.com,7278426366,store_729@tobaccodepot.com,2018-10-25,,,T,,,
,Vape Supply PLUS,2317 Seven Springs Blvd,,New Port Richey,FL,34655,US,https://www.vapesupplyplus.com/,7274846725,sales@vapesupplyplus.com,2018-09-16,,,V,,,
,Cutting Edge Oils,536 Canal St,,New Smyrna Beach,FL,32168,US,https://www.cuttingedgeoilsofnsb.com/,3863149144,amcginnis01@yahoo.com,2020-12-19,,Yes,C,CBD,,
,Fusion 420,364 Flagler Ave,,New Smyrna Beach,FL,32169,US,https://fusion420nsb.com/,3864443949,fusion420nsb@gmail.com,2021-01-09,,Yes,C,CBD,,
,Light-N-Up Smoke Shop,1115 N Dixie Fwy,,New Smyrna Beach,FL,32168,US,http://smokeshopnsb.com/,3869572459,light.n.up2013@gmail.com,2018-09-10,5/25/2020,Yes,S,CBD,Yes,
,NSB Vapor Parlor,638 E 3rd Ave,,New Smyrna Beach,FL,32169,US,http://www.nsbvaporparlor.com/,3864443618,nsbvaporparlor@gmail.com,2014-09-16,1/29/2019,,V,,,
,Pumpernickel Pops Smoke Shop & Vape Store,1425 S Dixie Hwy,,New Smyrna Beach,FL,32168,US,https://www.pumpernickelpops.com/,3864027484,pumpernickelpopssmoke@yahoo.com,2021-10-12,,Yes,S,CBD,Yes,
,Tobacco Leaf,1998 FL-44 #7,,New Smyrna Beach,FL,32168,US,,3864236760,,2020-07-12,,Yes,S,CBD,,
,QQ Smoke Shop,455O Hwy 20 E Unit F,,Niceville,FL,32578,US,,8504246410,qqsmokeshop@gmail.com,2021-10-18,10/18/2021,Yes,S,CBD,Yes,
,Rollin EZ,1016 E John Sims Pkwy,,Niceville,FL,32578,US,https://www.rollinez.com/,8502796813,,2020-02-11,,Yes,S,CBD,Yes,
,Sweet Southern Vapes,599 W John Sims Pkwy Ste B,,Niceville,FL,32578,US,,8502793481,,2018-09-25,10/19/2021,Yes,V,CBD,,
,City Vapor & E-Cig,900 S Tamiami Trl,,Nokomis,FL,34275,US,http://www.cityvaporandecig.com/,9418823532,,2018-09-30,,Yes,V,CBD,,
,"Your CBD Store - Nokomis, FL",635 Tamiami Trail N,,Nokomis,FL,34275,US,https://cbdrx4u.com/,9417869079,nokomisfl@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,American Pure Vapor,990 Pondella Rd,,North Fort Myers,FL,33903,US,http://americanpurevapor.com/,2392170330,support@americanpurevapor.com,2014-08-26,3/22/2019,Yes,V,CBD,,
,CBD Cityscape,1246 N Tamiami Trail Unit 5,,North Fort Myers,FL,33903,US,https://cbdcityscape.business.site/,2396520070,cbdcityscape@gmail.com,2020-11-24,,Yes,C,CBD,Yes,
,Pipe Dreams Smoke Shop,13971 N Cleveland Ave Ste 13,,North Fort Myers,FL,33903,US,https://pipedreamssmokeshop.business.site/,2399977470,leahb192@gmail.com,2018-10-31,10/31/2018,Yes,S,CBD,Yes,
,The Treasure Chest,13190 N Cleveland Ave,,North Fort Myers,FL,33903,US,https://www.northfortmyerssmokeshop.com/,2398002947,trose83741@comcast.net,2021-10-13,10/13/2021,Yes,S,CBD,,
,The Vapor Island,1890 N Tamiami Trail Ste D2,,North Fort Myers,FL,33903,US,https://www.thevaporisland.com/,2399978273,vaporisland@gmail.com,2018-09-30,,Yes,V,CBD,Yes,
,4u20 Smoke Shop,12404 Biscayne Blvd,,North Miami,FL,33181,US,https://www.4u20.com/,3059079040,,2018-09-10,5/26/2020,Yes,V,CBD,Yes,
,Blaze Smoke Shop,12460 Biscayne Blvd,,North Miami,FL,33181,US,,7865343401,blazesmokeshopbiscayne@gmail.com,2021-09-23,,Yes,S,CBD,,
,Khali Dispensary,14636 W Dixie Hwy,,North Miami,FL,33161,US,,3058469411,,2021-02-24,2/24/2021,Yes,C,CBD,,
,Amnesia Smoke Shop,2021 NE 163rd St,,North Miami Beach,FL,33162,US,https://amnesiasmokeshop.business.site/,7863206633,,2021-09-23,,Yes,S,CBD,,
,CBD Plus USA - North Miami Beach,3777 NE 163rd St,,North Miami Beach,FL,33160,US,https://cbdplususa.com/,7866351869,info@cbdplususa.com,2019-11-07,11/7/2019,Yes,C,CBD,,
,Cloud 95 Smoke & Vape Shop,1564 Ives Dairy Rd,,North Miami Beach,FL,33179,US,,3057057280,,2021-09-23,,Yes,S,CBD,Yes,
,High End Smoke & Vape Shop,17007 W Dixie Hwy,,North Miami Beach,FL,33160,US,,3058166141,info@highendsmokes.com,2021-09-25,,Yes,S,CBD,,
,Miami Vape,471 NE 167th St,,North Miami Beach,FL,33162,US,,7864405382,miamivapes420@gmail.com,2018-09-10,5/26/2020,Yes,V,CBD,,
,One Stop Smoke Shop,1792 NE 163rd St,,North Miami Beach,FL,33162,US,,3059745012,miamionestopsmokeshop@gmail.com,2018-12-05,,,S,,,
,Vapor World,16721 NE 6th Ave,,North Miami Beach,FL,33162,US,,3056532105,,2018-09-03,3/5/2020,,V,,,
,VIP Exotic Lounge & Smoke Shop,18160 NW 2nd Ave,,North Miami Beach,FL,33169,US,,3056273355,,2021-09-28,,Yes,S,CBD,Yes,
,Where Locals Smoke,1218 NE 163rd St,,North Miami Beach,FL,33162,US,,7866572667,wherelocalssmoke@gmail.com,2021-09-28,,Yes,S,CBD,,
,Where Locals Smoke 2,1940 NE 163rd St,,North Miami Beach,FL,33162,US,,7865659597,wherelocalssmoke@gmail.com,2021-09-28,9/28/2021,Yes,S,CBD,,
,Palm Beach CBD Boutique,11450 US-1,,North Palm Beach,FL,33408,US,https://palmbeachcbdboutique.com/,5612834343,palmbeachcbdboutique@gmail.com,2021-02-14,,Yes,C,CBD,,
,Shop Vapes,9084 Alt A1A,,North Palm Beach,FL,33403,US,http://www.shopvapes.com/,5616531456,kim@shopvapes.com,2018-09-11,,Yes,V,CBD,,
,Step in Food,800 Northlake Blvd,,North Palm Beach,FL,33408,US,,5618448474,,2018-09-25,2/26/2021,Yes,S,CBD,Yes,
,Take A Break Vapes,524 Northlake Blvd Ste D,,North Palm Beach,FL,33408,US,https://takeabreakvapes.com/,5612251711,takeabreakvapes@gmail.com,2018-08-06,1/2/2020,,V,,,
,Camelot Super Smoke Shop,12709 S Tamiami Trail,,North Port,FL,34287,US,,9414236500,,2018-07-24,7/30/2019,Yes,S,CBD,,
,Discount Tobacco & Beer,1279 Sumter Blvd,,North Port,FL,34286,US,,9415648646,,2019-11-04,,Yes,S,CBD,,
,The King of Vape,1401 S Sumter Blvd,,North Port,FL,34287,US,https://thekingofvape.com/,9412002096,tom@thekingofvape.com,2019-08-15,8/15/2019,Yes,V,CBD,,
,The King of Vape,14524 Tamiami Trail,,North Port,FL,34287,US,https://thekingofvape.com/,9412002658,tom@thekingofvape.com,2018-09-25,8/15/2019,Yes,V,CBD,,
,"Your CBD Store - North Port, FL",14849 Tamiami Trail,,North Port,FL,34287,US,https://cbdrx4u.com/,9412005119,,2019-09-11,9/11/2019,Yes,C,CBD,,
,Clouded Culture Smoke Shop,866 E Oakland Park Blvd,,Oakland Park,FL,33334,US,http://cloudedculture.com/,7543074307,sales@cloudedculture.com,2018-10-19,4/5/2019,Yes,S,CBD,Yes,
,Cigar City Smoke Shop,2391 SW College Rd,,Ocala,FL,34471,US,https://cigarcitysmokeshop.business.site/,3524219635,,2021-10-07,,Yes,S,CBD,Yes,
,Let The Smoke Out,1041 NE 14th St,,Ocala,FL,34470,US,http://store.letthesmokeout.com/,3528678273,info@letthesmokeout.com,2018-09-10,10/17/2021,Yes,V,CBD,,
,Let The Smoke Out Too,9360 US-441 Ste 8,,Ocala,FL,34480,US,http://store.letthesmokeout.com/,3523478273,,2018-09-10,5/24/2020,Yes,V,CBD,,
,Lucky Bucks Smoke + Vape,6839 SE Maricamp Rd,,Ocala,FL,34472,US,http://lucky-bucks-smoke-vape.business.site/,3522822222,luckybucksdirect@gmail.com,2020-01-05,,Yes,S,CBD,Yes,
,Maxx Vape Co.,3250 SE 58th Ave Ste 3,,Ocala,FL,34480,US,,3526942077,maxxvape123@gmail.com,2018-09-10,5/26/2020,,V,,,
,MMD Holistic Medicine - CBD Superstore,8585 SW State Rd 200 Ste 8,,Ocala,FL,34481,US,https://mmdholisticmedicine.com/,3525654225,sales@mmdholisticmedicine.com,2021-03-12,3/12/2021,Yes,C,CBD,,
,Ocala Tobacco And Vapor LLC,7859 Sw Hwy 200 Unit 104,,Ocala,FL,34476,US,https://ocala-tobacco-vapor-llc.business.site/,3528618273,ocalatobaccoandvapor@gmail.com,2020-04-17,,Yes,S,CBD,Yes,
,Rise N Vape Smoke Shop,8721 SE 58th Ave,,Ocala,FL,34480,US,https://www.risenvape.com/,3522033349,risenvape@gmail.com,2021-07-16,7/16/2021,Yes,S,CBD,Yes,
,Smocala Smoke & Vape,3131 SW College Rd Ste 403,,Ocala,FL,34474,US,,3525478280,,2019-05-11,,,S,,,
,Smokey Fockers Smoke Shop,6108 SW State Rd 200,,Ocala,FL,34476,US,https://www.facebook.com/smokeyfockers420,3522365680,smokeyfockers@outlook.com,2019-05-17,5/17/2019,Yes,S,CBD,Yes,
,Sweet Leaf Tobacco,1220 E Silver Springs Blvd,,Ocala,FL,34470,US,,3525120346,,2019-01-04,,,S,,,
,The Mystery Smoke Box,8602 SW State Rd 200 N,,Ocala,FL,34481,US,https://www.smokeshopocala.com/,3523003467,themysterysmokebox@gmail.com,2019-11-01,2/14/2020,Yes,S,CBD,Yes,
,Vapor Spot & Smoke Shop,2637 SW College Rd,,Ocala,FL,34471,US,,3522365555,kotadyazeenat@yahoo.com,2018-09-03,3/5/2020,Yes,S,CBD,Yes,
,Vapor Spot & Smoke Shop,8810 SW FL-200 Ste 118,,Ocala,FL,34481,US,https://www.ocalavapeshop.com/,3526292999,vaporspotsmokeshop1@gmail.com,2018-09-03,3/5/2020,Yes,S,CBD,Yes,
,XFusion Smoke And Vape Shop,4901 E Silver Springs Blvd Ste 102,,Ocala,FL,34470,US,https://www.xfusionsmokeandvape.com/,3528778772,xfusion2sales@gmail.com,2020-12-05,10/14/2021,Yes,S,CBD,,
,XFusion Smoke n Vape,1131 E Silver Spring Blvd,,Ocala,FL,34474,US,http://xfusionsmokeshop.com/,3526717866,gatorsmoke786@gmail.com,2018-10-22,11/13/2018,Yes,S,CBD,,
,"Your CBD Store - Ocala, FL",500 SW 10th St Ste 107,,Ocala,FL,34471,US,https://cbdrx4u.com/,3524218865,ocala@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Blue Lotus Wellness & CBD Boutique,368 Moore Rd,,Ocoee,FL,34761,US,https://bluelotuswellnessandcbd.com/,4072350653,info@bluelotuswellnessandcbd.com,2020-11-21,,Yes,C,CBD,,
,Cali Smoke Shop,1125 S Clarke Rd,,Ocoee,FL,34761,US,https://cali-smoke-shop.business.site/,4072950337,calismokeshop19@gmail.com,2021-10-07,,Yes,S,CBD,Yes,
,eSmokerOnline,8923 W Colonial Dr,,Ocoee,FL,34761,US,https://esmokeronline.com/,4075234443,customer_support@esmokeronline.com,2018-08-06,12/19/2019,,V,,,
,Marley's One Stop Smoke Shop,6 S Cumberland Ave Ste 6,,Ocoee,FL,34761,US,https://www.marleystobacco.com/,4073470513,sales@marleysonestop.com,2021-10-10,,Yes,S,CBD,,
,Tobacco City,1598 E Silver Star Rd,,Ocoee,FL,34761,US,,4079300521,,2018-11-01,,Yes,S,CBD,Yes,
,Odessa Smoke Shop,8574 Gunn Hwy,,Odessa,FL,33556,US,,8134755496,odessasmokeshop@gmail.com,2021-10-15,10/15/2021,Yes,S,CBD,Yes,
,Sunshine Vape and Coffee,605 NE Park St,,Okeechobee,FL,34972,US,https://sunshinecbdshop.com/,8636235842,sunshinevapeandcoffee@gmail.com,2020-12-26,12/26/2020,Yes,V,CBD,,
,Tobacco & Cigars,1130 S Parrott Ave,,Okeechobee,FL,34974,US,,8636236061,,2020-12-11,,Yes,S,CBD,,
,Blue Cloud Vapes,3970 Tampa Rd Ste C,,Oldsmar,FL,34677,US,,8139259722,bluecloudvapes@gmail.com,2015-05-26,3/25/2019,Yes,V,CBD,,
,Good Vibes Smoke Shop 2,3800 Tampa Rd #150,,Oldsmar,FL,34677,US,,8139250106,,2021-10-17,,Yes,S,CBD,,
,Lizard Juice Vape & Botanical Teas - Oldsmar,3800 Tampa Rd #170,,Oldsmar,FL,34684,US,https://www.lizardjuice.com/,7272798800,lj1004@lizardjuice.com,2018-09-30,,,V,,Yes,
,Oldsmar Tobacco Shop,127 Forest Lakes Blvd #6,,Oldsmar,FL,34677,US,,8139259689,,2018-12-20,12/20/2018,,S,,Yes,
,"Your CBD Store - Oldsmar, FL",4022 Tampa Rd #8,,Oldsmar,FL,34677,US,https://cbdrx4u.com/,8138188138,,2019-09-11,9/11/2019,Yes,C,CBD,,
,Johnny Rotten's Tobacco & Smoking Accessories,2540 N Volusia Ave,,Orange City,FL,32763,US,,3862186273,johnnyrottenstobacco@outlook.com,2020-01-18,12/5/2021,Yes,S,CBD,Yes,
,Luxe Smoke And Vape,485 N Volusia Ave,,Orange City,FL,32763,US,https://luxesmokeandvape.com/,3869607010,hojo.6970@gmail.com,2020-11-13,,Yes,S,CBD,,
,Orange City Liquor,1155 S Volusia Ave,,Orange City,FL,32763,US,,3867740216,,2021-02-15,,Yes,S,CBD,,
,All In One Smoke Shop Orange Park,997 Blanding Blvd Ste 3,,Orange Park,FL,32065,US,,9046025377,,2019-07-17,,Yes,S,CBD,Yes,
,Alphabet Cigars & Tobacco,1910 Wells Rd Ste B15C,,Orange Park,FL,32073,US,,9046447405,,2019-07-17,7/17/2019,Yes,S,CBD,,
,CBD American Shaman - Jax,1871 Wells Rd Ste 100,,Orange Park,FL,32073,US,https://cbdamericanshaman.com/,9043752573,cbdofjax@gmail.com,2019-11-11,,Yes,C,CBD,,
,New Leaf Vapor Co.,266 Blanding Blvd #1,,Orange Park,FL,32073,US,https://www.newleafvapor.com/,9043853394,orangepark@newleafvapor.com,2018-09-10,5/27/2020,Yes,V,CBD,,
,Puff Signals Smoke Shop,1890 Kingsley Ave,,Orange Park,FL,32073,US,https://www.puffsignal.com,9045794537,tahan8@aol.com,2021-08-06,8/6/2021,Yes,S,CBD,,
,Smoke City,295 Blanding Blvd,,Orange Park,FL,32073,US,http://www.mysmokecity.com,9043750158,smokecity1@gmail.com,2018-10-29,,Yes,S,CBD,Yes,
,Vape and Smoke shop,195 Blanding Blvd Ste 7,,Orange Park,FL,32073,US,,9043758178,,2018-11-02,10/4/2019,,S,,,
,Wade's World Smoke Shop,1489 County Rd 220 Ste 140,,Orange Park,FL,32003,US,http://www.wadesworldglassgallery.com/,9046448098,,2019-01-05,,,S,,,
,White Cloud Smoke Shop,1635 Wells Rd #6A,,Orange Park,FL,32073,US,https://white-cloud-smoke-shop.business.site/,9044104367,,2021-10-14,,Yes,S,CBD,Yes,
,24/7 Smoke Shop,5661 Vineland Rd,,Orlando,FL,32836,US,https://www.247smokeshop.com,4072031328,247smokeshop2020@gmail.com,2021-05-15,5/15/2021,Yes,S,CBD,,
,Airport Cigars And Smoke Shop,5749 T G Lee Blvd,,Orlando,FL,32822,US,,4072404960,,2021-09-29,,,S,,,
,Black Moon Smoke Shop,8513 Forest City Rd,,Orlando,FL,32810,US,,4072370172,soultanashopllc@gmail.com,2022-04-15,4/15/2022,Yes,S,CBD,Yes,
,Camisteam,4965 International Dr,,Orlando,FL,32819,US,http://camisteam.com/,4079780835,bowlur@gmail.com,2018-10-15,2/15/2019,Yes,V,CBD,,
,Cigar Oasis,4562 S Kirkman Road,,Orlando,FL,32811,US,,4072949504,,2018-11-02,,Yes,S,CBD,Yes,
,Cigars & Smoke Shop,13401 Blue Heron Beach Dr,,Orlando,FL,32821,US,http://www.orlandosmokeshop.business.site,4077781392,407cigars@gmail.com,2019-01-21,,Yes,S,CBD,Yes,
,Civil Vapes,12086 Collegiate Way,,Orlando,FL,32817,US,,4072752422,civilvapescb@gmail.com,2018-08-06,12/14/2020,Yes,V,CBD,Yes,
,Climax Smoke Shop,11039 E Colonial Dr,,Orlando,FL,32817,US,http://climaxshops.com,4077048758,info@climaxshops.com,2018-08-06,9/8/2019,Yes,S,CBD,,
,Climax Smoke Shop,1119 E Colonial Dr,,Orlando,FL,32803,US,http://climaxshops.com,4074404506,info@climaxshops.com,2018-08-06,9/8/2019,Yes,S,CBD,Yes,
,Cloud 407,5859 W Colonial Dr,,Orlando,FL,32808,US,https://www.cloud407.com/,4072370650,support@cloud407.com,2021-10-07,,Yes,S,CBD,,
,Cloud 407 Smoke Shop,7858 Turkey Lake Rd Ste 112A,,Orlando,FL,32819,US,https://www.cloud407.com/,4074125814,support@cloud407.com,2019-01-03,4/26/2020,Yes,S,CBD,Yes,
,Daisy's Smoke Shop,1231 N Orange Ave Ste B,,Orlando,FL,32804,US,https://daisysmokeshop.com/,4074207033,contact@daisysmokeshop.com,2021-09-29,9/29/2021,Yes,S,CBD,,
,Dank Orlando City,23 S Court Ave,,Orlando,FL,32801,US,,4073160026,,2019-09-04,9/4/2019,Yes,S,CBD,,
,Discount Tobacco Corner,5815 E Colonial Dr,,Orlando,FL,32807,US,http://www.discounttobaccocorner.com,4076016940,discounttobaccocorner@gmail.com,2018-10-29,,Yes,S,CBD,,
,Dr Joker Smoke Shop,10725 International Dr,,Orlando,FL,32821,US,https://dr-joker-smoke-shop.business.site/,4077047678,drjokersmokeshop@gmail.com,2021-10-08,,Yes,S,CBD,Yes,
,East Side Smoke Shop,12950 E Colonial Dr,,Orlando,FL,32826,US,,4072861874,eastsidesmokeshop90@gmail.com,2021-09-29,,Yes,S,CBD,Yes,
,Electronic Cigarette,8200 Vineland Ave,,Orlando,FL,32821,US,,3214447502,,2019-10-08,,,V,,,
,Elevation Smoke Shop,3013 Edgewater Dr,,Orlando,FL,32804,US,https://www.theelevationsmokeshop.com/,4074403322,,2021-10-01,10/1/2021,Yes,H,CBD,Yes,
,Elite Vape & Smoke Shop - International Drive,8338 International Dr,,Orlando,FL,32819,US,https://elitevapeandsmoke.com/orlando-international-drive/,4072864062,orlandovapeandsmoke@gmail.com,2021-10-07,,Yes,S,CBD,Yes,
,Elite Vape & Smoke Shop - International Drive South,11951 International Dr #C6,,Orlando,FL,32821,US,https://elitevapeandsmoke.com/south-international-drive/,4077783394,orlandovapeandsmoke@gmail.com,2021-10-07,,Yes,S,CBD,Yes,
,eSmokerOnline,4905 S Orange Ave,,Orlando,FL,32806,US,https://esmokeronline.com/,4075743233,customer_support@esmokeronline.com,2018-09-12,11/11/2018,,V,,,
,eSmokerOnline,5833 S Goldenrod Rd Ste K,,Orlando,FL,32822,US,https://esmokeronline.com/,3218006908,customer_support@esmokeronline.com,2018-08-06,12/19/2019,,V,,,
,eSmokerOnline,13651 Hunters Oak Dr #102,,Orlando,FL,32837,US,https://esmokeronline.com/,4077304638,customer_support@esmokeronline.com,2018-08-06,12/19/2019,,V,,,
,eSmokerOnline - Waterford Lakes,650 N Alafaya Trail Ste 107,,Orlando,FL,32828,US,https://esmokeronline.com/,4072030916,customer_support@esmokeronline.com,2018-10-22,3/24/2019,,V,,,
,Fast Eddie's Vape Shop & Lounge,227 E Michigan St,,Orlando,FL,32806,US,http://fasteddiesvapedistro.com/,4072033677,matt@fasteddiesvape.com,2018-08-06,12/20/2019,,V,,Yes,
,Happy Smoke Shop,4945 S Orange Blossom Trl,,Orlando,FL,32839,US,,4074387788,,2018-10-28,,,S,,,
,Honey Smoke Shop,5348 S John Young Pkwy,,Orlando,FL,32839,US,,4076359378,honeysmokeshop@gmail.com,2021-10-10,10/10/2021,Yes,S,CBD,Yes,
